MWBG	Vowel	Duration	f0	F1	F2	F3	F4
m	er	296	111	457	1406	NA	3489
m	er	368	94	479	1252	1621	3417
m	er	332	134	460	1473	NA	3323
m	er	217	117	489	1338	1747	2840
m	er	272	96	493	1270	1633	3749
m	er	282	131	501	1334	1611	3302
m	er	342	137	466	1377	1616	3431
m	er	249	154	459	1367	1716	2763
m	er	340	140	438	1387	1716	3178
m	er	268	110	439	1220	1681	3375
m	er	287	106	506	1464	1672	3224
m	er	204	147	439	1387	1746	3187
m	er	256	140	429	1389	1830	3203
m	er	298	139	504	1386	1813	3664
m	er	243	154	505	1330	1929	3250
m	er	356	156	457	1437	1648	3518
m	er	185	122	463	1371	1684	2852
m	er	256	120	491	1455	1896	NA
m	er	274	117	504	1173	1595	3868
m	er	258	134	513	1342	1965	3052
m	er	260	116	474	1505	NA	3210
m	er	252	121	505	1450	NA	2805
m	er	231	116	442	1517	1736	3497
m	er	201	140	496	1500	1711	NA
m	er	206	118	453	1432	NA	3404
m	er	310	103	430	1294	1487	3776
m	er	210	146	435	1289	1562	NA
m	er	202	151	491	1370	1679	3457
m	er	270	129	477	1376	1679	3103
m	er	252	115	447	1400	1791	3002
m	er	271	112	440	1447	1701	2913
m	er	290	119	493	1428	1741	3631
m	er	212	130	478	1440	1665	3255
m	er	206	142	451	1314	1731	3412
m	er	260	138	467	1432	1742	3172
m	er	266	127	505	1447	1823	3785
m	er	214	150	461	1297	1586	3194
m	er	326	143	557	1344	1610	3581
m	er	252	105	491	1300	1744	3232
m	er	255	196	486	1372	1797	3503
m	er	259	133	443	1262	1538	3480
m	er	248	116	489	1493	1836	3553
m	er	238	156	444	1377	1543	3354
m	er	258	123	516	1399	1756	3757
w	er	300	224	470	1437	1672	4499
w	er	418	218	500	1441	1914	4176
w	er	278	182	523	1413	NA	3752
w	er	350	216	619	1716	2138	3815
w	er	317	242	494	1485	1863	5284
w	er	342	225	527	1636	1974	3976
w	er	320	174	518	1604	1912	4494
w	er	272	250	516	1983	NA	4225
w	er	261	248	503	1480	1735	4038
w	er	342	230	495	1596	1973	3454
w	er	389	195	567	1496	1803	3692
w	er	348	219	501	1555	1938	3902
w	er	275	244	531	1688	1971	4172
w	er	267	225	506	1604	1915	3650
w	er	355	234	484	1652	1928	3501
w	er	295	219	597	1588	1905	4098
w	er	308	212	491	1506	1727	3593
w	er	319	246	524	1547	2066	3737
w	er	325	175	508	1562	NA	3925
w	er	370	224	469	1499	NA	4003
w	er	279	173	505	1568	1845	4078
w	er	345	212	508	1687	1913	3901
w	er	327	262	538	1813	2236	3691
w	er	403	215	617	1565	1930	4059
w	er	340	184	522	1490	2094	3783
w	er	242	257	507	1749	2028	NA
w	er	223	238	514	1831	2192	3786
w	er	311	264	580	1407	1837	4304
w	er	332	246	557	1546	1929	3970
w	er	335	184	555	1491	1998	3659
w	er	272	212	588	1509	NA	3892
w	er	345	252	549	1749	2209	3371
w	er	240	214	461	1534	1878	3563
w	er	300	218	537	1509	1682	4345
w	er	438	206	492	1635	1871	3874
w	er	371	198	455	1769	2070	4181
w	er	303	230	656	1614	2008	3911
w	er	340	189	509	1365	NA	4086
w	er	304	207	584	1486	1783	NA
w	er	262	208	491	1655	NA	NA
w	er	331	240	482	1676	NA	3067
w	er	319	237	487	1434	1911	NA
w	er	310	204	537	1638	1932	NA
w	er	382	166	500	1637	1928	3794
w	er	327	211	456	1615	1826	3903
w	er	346	231	604	1441	1835	3488
w	er	301	176	513	1569	1869	3532
w	er	356	224	503	1766	1956	4083
b	er	227	240	608	1733	2159	3724
b	er	395	283	560	1687	1990	NA
b	er	280	199	622	1837	2114	NA
b	er	386	230	580	1990	2245	3412
b	er	228	224	573	1562	2227	3589
b	er	375	294	612	1645	2306	4086
b	er	261	208	477	1809	NA	NA
b	er	262	241	505	1691	2074	3647
b	er	326	220	620	1823	2188	4436
b	er	322	211	586	1681	2069	3669
b	er	366	263	523	1874	2284	4684
b	er	255	193	574	1751	2078	3903
b	er	283	213	619	1498	1696	4076
b	er	371	281	562	1682	1981	3906
b	er	334	200	591	1626	2051	3364
b	er	304	247	556	1741	2245	3443
b	er	304	272	559	1828	2163	3815
b	er	278	217	571	1984	2206	3306
b	er	378	247	495	1555	1948	2927
b	er	336	259	678	1594	2048	3642
b	er	332	246	614	1867	2435	3695
b	er	270	248	568	1512	1783	3197
b	er	277	227	488	1584	1810	NA
b	er	347	224	479	1579	1963	3578
b	er	251	211	615	1742	2009	3679
b	er	263	220	457	1570	1926	3555
b	er	390	250	614	1733	2034	3743
g	er	297	228	556	1687	2002	4059
g	er	258	223	620	1750	2165	3998
g	er	359	285	564	2003	2349	3910
g	er	348	223	601	1791	2612	4027
g	er	299	224	632	1689	2154	4351
g	er	365	237	585	1694	2278	3580
g	er	346	260	540	1571	NA	NA
g	er	413	286	573	1748	2245	4313
g	er	320	212	631	1722	2140	4201
g	er	296	233	671	1556	2302	3554
g	er	270	253	627	1780	2415	3665
g	er	288	273	561	1692	2358	3837
g	er	312	215	603	1663	1983	3780
g	er	331	248	707	1706	2245	3863
g	er	269	225	667	1688	2246	3805
g	er	287	219	611	2033	2522	3950
g	er	197	236	670	1899	2323	3687
g	er	286	230	627	1628	2058	3641
g	er	262	225	620	1689	2361	4254
m	ih	268	179	370	2161	2757	3609
m	ih	183	111	384	2039	2523	3403
m	ih	262	101	411	1932	2569	3606
m	ih	227	135	441	2045	2694	3677
m	ih	159	115	441	2080	2721	3750
m	ih	190	108	363	2269	2935	NA
m	ih	235	131	390	1948	2566	3514
m	ih	221	132	385	1843	2696	3561
m	ih	186	153	440	1954	2587	3381
m	ih	301	163	470	1959	2697	3616
m	ih	164	109	411	2034	2795	3412
m	ih	249	121	444	2154	2659	3764
m	ih	134	145	424	1913	2556	3309
m	ih	169	145	419	2076	2602	3623
m	ih	179	142	491	1958	2782	3598
m	ih	194	159	486	2061	2719	NA
m	ih	221	139	433	2012	2855	NA
m	ih	145	123	418	1964	2432	3747
m	ih	220	128	452	2062	2736	NA
m	ih	207	113	463	2018	2688	3599
m	ih	202	138	501	1971	2734	3961
m	ih	176	107	427	1974	2608	3720
m	ih	197	129	439	1951	2622	NA
m	ih	188	115	453	2013	2660	3424
m	ih	160	189	469	2128	2744	3938
m	ih	145	131	404	2107	2677	3627
m	ih	178	105	383	2167	2726	3864
m	ih	134	165	440	2119	2694	3671
m	ih	154	148	438	2049	2609	NA
m	ih	204	147	437	1960	2596	3745
m	ih	172	128	379	1942	2658	3494
m	ih	226	111	397	1985	2615	3251
m	ih	174	130	428	1999	2849	3497
m	ih	147	133	434	1872	2543	3273
m	ih	142	133	427	2140	2626	3745
m	ih	168	149	440	2082	2767	3484
m	ih	194	145	431	2071	2671	4177
m	ih	185	143	437	1915	2687	3760
m	ih	191	162	474	1956	2762	NA
m	ih	204	111	433	2012	2708	3455
m	ih	224	196	432	2494	3137	NA
m	ih	244	131	396	1810	2504	3442
m	ih	182	137	429	1962	2554	3955
m	ih	177	136	416	2296	2995	3771
m	ih	198	130	441	2068	2594	3812
w	ih	176	246	496	2260	3027	4538
w	ih	356	219	446	2444	2956	4257
w	ih	197	188	486	2332	2925	3858
w	ih	356	224	502	2391	3071	4705
w	ih	266	238	497	2379	3074	5189
w	ih	266	216	531	2174	2984	4200
w	ih	285	192	535	2380	2930	4260
w	ih	180	247	498	2654	3391	4768
w	ih	218	253	500	2272	3028	4272
w	ih	249	227	471	2277	2884	4146
w	ih	320	207	453	2427	2932	4016
w	ih	246	237	489	2603	3353	4364
w	ih	219	233	555	2216	2812	4293
w	ih	209	221	491	2316	2934	4298
w	ih	218	234	485	2129	2967	4381
w	ih	290	214	457	2590	3232	4506
w	ih	203	221	474	2362	2830	4278
w	ih	256	252	501	2355	3161	4410
w	ih	240	213	449	2173	2840	3980
w	ih	345	233	458	2143	2986	4236
w	ih	171	187	440	2394	3136	4414
w	ih	227	218	535	2134	2929	4348
w	ih	258	256	516	2567	3485	4546
w	ih	302	222	552	2453	3346	4360
w	ih	209	223	455	2304	2999	4113
w	ih	197	251	515	2378	3063	4192
w	ih	167	238	504	2334	3063	4488
w	ih	219	260	544	2570	3135	4088
w	ih	208	250	501	2449	3185	5528
w	ih	261	206	431	2190	3060	4013
w	ih	213	215	478	2157	2793	NA
w	ih	227	252	556	2541	3684	4693
w	ih	175	231	486	2454	3106	4420
w	ih	176	218	442	2472	3010	4200
w	ih	353	225	486	2253	3212	4234
w	ih	363	201	440	2453	3123	4395
w	ih	239	231	477	2554	3296	4448
w	ih	247	216	436	2559	3104	4375
w	ih	227	205	501	2292	2863	4039
w	ih	200	219	443	2644	3306	4193
w	ih	170	236	489	2175	2990	4075
w	ih	266	225	451	2247	2929	3976
w	ih	287	213	442	2316	2899	4210
w	ih	252	149	449	2492	3040	NA
w	ih	208	221	444	2237	2711	4429
w	ih	209	238	498	2234	2876	3978
w	ih	216	225	463	2603	2991	4504
w	ih	245	239	499	2384	3091	4100
b	ih	197	263	551	2393	3324	4644
b	ih	239	289	563	2608	3476	4300
b	ih	284	228	571	2689	3572	4486
b	ih	268	249	513	2447	3454	NA
b	ih	209	226	479	2449	3200	4306
b	ih	268	296	590	2354	3416	4141
b	ih	205	215	447	2784	3287	4654
b	ih	232	239	536	2319	3351	4492
b	ih	263	209	529	2649	3280	4290
b	ih	227	197	522	2387	3297	4328
b	ih	305	262	548	2592	3485	4799
b	ih	253	223	491	2409	3166	4422
b	ih	177	221	470	2505	3377	5051
b	ih	255	287	564	2515	3537	4883
b	ih	290	198	562	2549	3101	NA
b	ih	276	252	499	2230	3249	4272
b	ih	196	264	535	2190	2998	4106
b	ih	263	212	520	2695	3373	NA
b	ih	300	257	506	2432	3008	4785
b	ih	187	231	489	2544	3720	NA
b	ih	205	276	559	2753	3502	4696
b	ih	137	229	447	2645	3302	4151
b	ih	249	212	479	2492	3187	4188
b	ih	316	218	481	2567	3550	5376
b	ih	174	230	551	2362	3354	5445
b	ih	194	240	490	2449	3330	4355
b	ih	294	243	503	2433	3150	4524
g	ih	233	240	495	2574	3362	4511
g	ih	197	258	557	2634	3691	NA
g	ih	313	271	558	2427	3502	4676
g	ih	323	219	441	2728	3285	4289
g	ih	150	236	488	2623	3549	4771
g	ih	311	252	506	2432	3262	4112
g	ih	378	261	517	2619	3499	4505
g	ih	308	264	515	2828	3627	4897
g	ih	241	257	518	2870	3681	4774
g	ih	250	226	499	2437	3758	NA
g	ih	240	242	533	2762	3466	4815
g	ih	273	257	508	2642	3494	4781
g	ih	311	216	435	2623	3084	3887
g	ih	337	244	497	2684	3546	4560
g	ih	212	243	504	2408	3422	4561
g	ih	267	212	557	2664	3468	5006
g	ih	168	236	550	2625	3774	NA
g	ih	220	234	489	2730	3763	4595
g	ih	170	226	444	2846	3518	4741
m	iy	339	172	328	2418	2939	3421
m	iy	236	108	305	2320	3072	4047
m	iy	315	96	331	2311	2865	4042
m	iy	240	134	353	2385	3400	3929
m	iy	241	122	367	2390	2777	3449
m	iy	259	101	346	2379	3217	3790
m	iy	298	164	312	2402	2849	3508
m	iy	341	129	355	2049	2921	3543
m	iy	223	163	320	2300	3038	3546
m	iy	323	160	315	2253	2886	3486
m	iy	229	106	327	2257	2943	3478
m	iy	256	106	329	2514	3073	NA
m	iy	179	142	311	2274	2510	3497
m	iy	261	165	322	2282	2746	NA
m	iy	273	143	364	2366	3042	3397
m	iy	232	160	350	2462	2921	NA
m	iy	263	161	314	2368	3378	NA
m	iy	153	129	328	2123	3444	NA
m	iy	251	127	372	2280	2710	NA
m	iy	265	121	367	2244	3042	3490
m	iy	241	133	381	2515	3059	3858
m	iy	268	119	352	2254	2888	3827
m	iy	271	115	323	2269	2943	3857
m	iy	218	117	338	2329	2945	3733
m	iy	194	175	368	2509	2893	NA
m	iy	161	132	309	2385	3219	3647
m	iy	282	107	307	2405	3442	3853
m	iy	202	158	312	2319	2865	3652
m	iy	205	166	327	2378	2999	NA
m	iy	254	159	314	2506	2963	3945
m	iy	200	130	365	2119	2883	3279
m	iy	268	113	327	2143	2881	NA
m	iy	219	135	362	2103	3074	3590
m	iy	195	137	392	2127	2874	3373
m	iy	187	145	308	2190	2819	3861
m	iy	235	184	373	2207	3191	3639
m	iy	231	154	343	2502	3035	4001
m	iy	221	141	394	2300	2827	3556
m	iy	286	157	373	2214	3134	3754
m	iy	291	100	312	2307	2834	3305
m	iy	234	216	420	2600	NA	3653
m	iy	228	159	315	2052	3005	3364
m	iy	216	130	366	2504	NA	3869
m	iy	246	133	370	2536	3332	3849
m	iy	228	114	354	2375	3150	3586
w	iy	232	234	441	2806	3260	4743
w	iy	380	222	435	2890	3667	4366
w	iy	289	192	380	2703	3087	3895
w	iy	364	215	428	2767	3627	4627
w	iy	305	249	346	2703	3510	5524
w	iy	332	221	439	2676	3291	3978
w	iy	281	200	394	2689	3058	NA
w	iy	297	264	493	2967	3496	4626
w	iy	246	266	442	2850	3157	4155
w	iy	324	239	477	2866	3236	4195
w	iy	433	203	408	2627	3064	3685
w	iy	359	223	435	2868	3625	4714
w	iy	336	229	438	2813	3532	4314
w	iy	261	225	440	2706	3404	NA
w	iy	321	259	455	2797	3129	4365
w	iy	278	227	443	2944	3546	4568
w	iy	240	210	429	2698	3509	4486
w	iy	302	247	492	2695	3371	4622
w	iy	287	195	382	2563	3477	4105
w	iy	353	223	434	2512	2998	3875
w	iy	304	214	435	2621	3116	4553
w	iy	307	219	433	2634	3307	4293
w	iy	334	272	531	2996	3831	4614
w	iy	346	237	467	3009	NA	4701
w	iy	336	177	375	2577	3276	4145
w	iy	250	252	497	2795	3266	3995
w	iy	222	246	495	2910	NA	4396
w	iy	284	275	508	2731	3669	5883
w	iy	306	233	452	2754	3511	4441
w	iy	316	237	461	2359	3218	3953
w	iy	261	216	433	2720	3035	4149
w	iy	257	268	505	2982	3741	4723
w	iy	236	220	434	2854	3614	4107
w	iy	276	215	426	2775	3535	3990
w	iy	324	220	424	2692	3336	4372
w	iy	396	201	380	2816	3312	4323
w	iy	276	223	439	2927	3283	4440
w	iy	338	210	430	2606	NA	NA
w	iy	271	198	383	2733	3326	4027
w	iy	263	229	438	2964	3632	4187
w	iy	376	250	427	2772	3762	4365
w	iy	368	226	437	2555	3583	4023
w	iy	326	217	431	2522	3008	4257
w	iy	316	155	331	3049	3736	4993
w	iy	336	230	440	2757	3175	4202
w	iy	279	255	489	2641	2952	3743
w	iy	290	243	419	2874	3367	4353
w	iy	314	231	437	2778	3139	3801
b	iy	237	277	554	3022	3541	4437
b	iy	317	287	344	3193	3579	4536
b	iy	277	219	441	3081	3975	NA
b	iy	318	260	509	2873	3475	4442
b	iy	242	244	475	3203	NA	4553
b	iy	310	307	488	3063	4430	4922
b	iy	241	220	434	3127	3566	4488
b	iy	296	251	501	2760	3262	NA
b	iy	266	222	424	3198	3818	4465
b	iy	254	207	429	2984	3348	3988
b	iy	349	262	516	3126	3621	4657
b	iy	234	239	476	2772	3371	4505
b	iy	327	203	421	3337	NA	4471
b	iy	329	259	446	3011	3587	4693
b	iy	324	207	428	3070	NA	4507
b	iy	331	259	493	2811	NA	4237
b	iy	269	285	504	2803	3130	4503
b	iy	288	228	442	3135	NA	4726
b	iy	398	247	427	2952	3556	NA
b	iy	325	260	475	2916	3399	4785
b	iy	277	293	366	3207	3722	4806
b	iy	205	213	424	3199	3815	4500
b	iy	309	239	382	2987	NA	4167
b	iy	342	218	441	3079	3474	4496
b	iy	241	239	410	2874	3505	4757
b	iy	268	240	361	2938	3810	4598
b	iy	269	255	366	3024	3867	4832
g	iy	314	222	389	3068	3544	4184
g	iy	248	246	498	3451	4100	4757
g	iy	324	294	463	3225	3699	4423
g	iy	305	239	475	3320	NA	4612
g	iy	230	250	478	2997	3755	4961
g	iy	386	250	457	2776	4268	5050
g	iy	390	263	507	3319	3823	4468
g	iy	399	294	503	3256	4056	4720
g	iy	292	222	456	3389	4027	4701
g	iy	282	238	465	2875	3699	4242
g	iy	304	212	436	3340	3862	5060
g	iy	396	278	464	3104	3692	4710
g	iy	320	220	432	2688	3161	3954
g	iy	357	251	477	3266	3889	4683
g	iy	266	273	466	3004	3634	4716
g	iy	343	222	436	3443	3843	4756
g	iy	193	237	479	3093	3755	4256
g	iy	243	232	469	3278	4165	4695
g	iy	258	238	472	3120	3574	4588
m	oa	369	169	509	989	2561	3485
m	oa	261	105	519	891	2532	2993
m	oa	417	96	496	863	2548	NA
m	oa	300	146	441	862	2455	3204
m	oa	263	114	524	1000	2432	3324
m	oa	266	94	515	1126	2455	3588
m	oa	285	125	500	868	2552	3423
m	oa	340	134	503	950	2680	3323
m	oa	269	153	476	1016	2502	3191
m	oa	374	149	496	867	2380	3245
m	oa	268	104	486	826	2631	NA
m	oa	269	107	491	1065	2383	3281
m	oa	214	142	434	862	2561	3116
m	oa	272	146	439	699	2107	NA
m	oa	337	138	454	745	2623	3617
m	oa	247	157	566	997	2748	3558
m	oa	319	133	534	1002	2293	3526
m	oa	204	127	499	859	2080	NA
m	oa	287	119	520	987	2573	3716
m	oa	279	117	461	801	2442	3360
m	oa	233	126	543	1009	2326	3757
m	oa	261	112	494	925	2235	3620
m	oa	275	107	436	865	2377	3051
m	oa	246	105	533	900	2435	3452
m	oa	213	130	530	1000	2652	NA
m	oa	238	118	509	896	2354	3136
m	oa	301	95	376	659	2572	3283
m	oa	175	150	457	870	2566	3349
m	oa	198	160	487	804	2508	3557
m	oa	260	138	502	879	2465	3377
m	oa	243	124	499	883	2618	NA
m	oa	317	114	465	969	2364	3046
m	oa	230	122	496	908	2435	3255
m	oa	211	142	437	861	2160	3132
m	oa	209	136	548	1067	2480	NA
m	oa	252	151	444	815	2375	NA
m	oa	256	134	522	911	2461	3761
m	oa	229	143	554	1005	2369	3426
m	oa	289	140	528	792	2481	3295
m	oa	282	106	555	1019	2611	NA
m	oa	247	181	552	924	2565	3666
m	oa	293	143	473	820	2308	3247
m	oa	232	133	499	927	2493	3677
m	oa	188	136	495	938	2519	3140
m	oa	251	119	601	1045	2396	3657
w	oa	302	234	557	1135	2961	NA
w	oa	422	212	432	1013	2690	NA
w	oa	274	176	624	1130	2881	NA
w	oa	410	225	627	1314	2911	4195
w	oa	376	224	443	879	2532	NA
w	oa	353	203	580	995	2637	3869
w	oa	262	196	621	1025	2704	4015
w	oa	304	253	506	1257	2957	4210
w	oa	257	252	538	998	2796	3736
w	oa	363	219	453	980	2854	4173
w	oa	372	196	597	1150	2751	3482
w	oa	319	233	688	1185	2748	4005
w	oa	315	236	631	1181	2458	4089
w	oa	264	216	636	1041	2862	NA
w	oa	357	226	449	924	2694	3979
w	oa	346	209	612	1026	2896	4374
w	oa	298	206	616	1034	2785	NA
w	oa	340	241	631	1185	2942	3997
w	oa	317	174	504	1047	2749	NA
w	oa	374	234	469	934	2571	3701
w	oa	334	181	578	1061	2882	4313
w	oa	345	201	560	987	2311	3851
w	oa	362	242	508	991	3121	4277
w	oa	443	213	658	1045	2928	4071
w	oa	378	167	498	970	2876	3523
w	oa	265	243	582	946	2704	3783
w	oa	225	240	613	1184	3063	3830
w	oa	285	274	636	981	2944	3871
w	oa	313	230	636	1096	2684	3869
w	oa	363	203	584	936	2985	3784
w	oa	239	217	499	1046	2697	3788
w	oa	277	247	504	990	3324	4466
w	oa	254	219	453	880	2924	3920
w	oa	309	210	641	1195	2890	3996
w	oa	340	217	620	1057	2833	3911
w	oa	406	195	563	1198	3046	4055
w	oa	296	221	632	1108	2869	3948
w	oa	353	204	430	820	2783	3860
w	oa	305	207	438	812	3068	3709
w	oa	288	226	450	889	2904	4115
w	oa	318	219	444	987	2727	3587
w	oa	347	212	435	862	2516	3832
w	oa	323	206	608	1007	2866	3717
w	oa	350	183	568	1112	2827	3920
w	oa	380	224	624	1109	2691	3736
w	oa	282	237	522	923	2871	3733
w	oa	315	206	444	803	3233	3939
w	oa	361	239	720	1277	2812	3803
b	oa	267	250	693	1235	2850	4299
b	oa	336	258	557	1106	2808	NA
b	oa	310	211	624	1456	2933	4143
b	oa	322	250	685	1128	3181	4228
b	oa	247	197	589	1050	3083	4472
b	oa	311	315	641	1243	3443	4192
b	oa	341	248	554	896	2870	3882
b	oa	210	237	516	1181	3079	3896
b	oa	316	209	623	1241	2770	4397
b	oa	270	198	591	1168	2769	4068
b	oa	403	261	716	NA	2864	4655
b	oa	259	218	586	1217	3041	4065
b	oa	263	203	623	1044	3142	4054
b	oa	394	282	562	1051	3094	4209
b	oa	315	217	588	1063	3228	4133
b	oa	290	269	581	1115	2924	3758
b	oa	260	257	613	1236	2766	4192
b	oa	335	185	548	1062	2926	4636
b	oa	397	243	584	936	2679	3363
b	oa	370	257	588	1117	2848	4342
b	oa	314	274	557	1065	3040	4511
b	oa	216	212	615	NA	2691	4123
b	oa	292	223	625	1100	2747	3869
b	oa	338	215	646	1244	3023	3919
b	oa	264	225	658	1272	2944	4451
b	oa	293	224	616	1047	2669	3769
b	oa	267	241	578	1122	2833	4312
g	oa	263	251	571	1243	2854	4123
g	oa	295	230	683	1038	3200	4216
g	oa	380	282	583	1352	3140	4468
g	oa	380	239	678	1306	3202	4410
g	oa	268	226	483	903	2954	4311
g	oa	442	241	492	927	2671	3775
g	oa	309	259	536	789	2863	4052
g	oa	423	275	561	1151	2996	4682
g	oa	338	238	630	1491	3010	4420
g	oa	363	232	455	923	3258	3919
g	oa	237	225	637	1142	3360	4440
g	oa	351	251	502	960	3274	4284
g	oa	330	240	499	992	3121	3822
g	oa	382	243	577	1217	3225	4142
g	oa	262	267	785	1551	3138	4245
g	oa	300	221	568	1096	2991	NA
g	oa	222	234	688	1197	3184	NA
g	oa	317	213	622	1223	3380	4350
g	oa	246	222	643	1262	3194	4435
m	oo	255	169	450	995	2519	3419
m	oo	174	112	424	992	2249	2939
m	oo	275	96	489	1059	2567	NA
m	oo	210	134	522	1123	2538	3375
m	oo	147	117	468	1115	2492	3365
m	oo	197	92	442	1176	2435	3355
m	oo	241	132	486	1116	2563	3442
m	oo	238	125	442	1205	2580	3292
m	oo	196	157	485	1086	2556	3266
m	oo	275	151	472	1296	2273	3438
m	oo	208	113	459	1036	2625	3345
m	oo	203	116	446	1298	2275	3249
m	oo	150	145	438	1177	2478	3211
m	oo	178	148	438	979	2187	NA
m	oo	166	158	481	1094	2623	3551
m	oo	222	163	499	1127	2684	3603
m	oo	237	144	438	1181	2381	3289
m	oo	147	119	451	1106	2195	3861
m	oo	173	124	470	1202	2555	3827
m	oo	204	121	503	1058	2518	3388
m	oo	210	131	504	1318	2491	3709
m	oo	216	111	507	1183	2309	3656
m	oo	208	116	492	1157	2454	3153
m	oo	173	113	487	994	2299	3332
m	oo	146	132	435	994	2565	NA
m	oo	188	124	491	1246	2336	3473
m	oo	191	109	430	1021	2507	3358
m	oo	111	156	463	1086	2453	3542
m	oo	134	160	500	1067	2435	3703
m	oo	180	141	495	1093	2463	3412
m	oo	160	125	442	1092	2459	NA
m	oo	230	106	466	1375	2478	3149
m	oo	185	120	496	1101	2396	3370
m	oo	159	132	497	1164	2245	3158
m	oo	153	146	436	1154	2300	NA
m	oo	196	151	498	1048	2391	3158
m	oo	168	142	435	1263	2559	3875
m	oo	176	151	468	1064	2383	3345
m	oo	227	128	510	1238	2250	3582
m	oo	220	112	409	965	2490	2999
m	oo	186	195	497	1107	2501	NA
m	oo	219	141	465	1087	2217	3161
m	oo	167	136	441	1181	2326	NA
m	oo	178	164	456	1002	2518	3193
m	oo	205	120	495	1106	2444	3677
w	oo	238	228	489	1357	2937	4453
w	oo	390	225	503	1332	2903	4049
w	oo	265	215	494	1102	2863	3494
w	oo	279	222	509	1323	3122	4236
w	oo	269	244	506	1188	2485	4668
w	oo	283	207	483	987	2679	3929
w	oo	227	182	563	1233	2758	4040
w	oo	210	254	546	1534	2880	4007
w	oo	209	247	500	1200	2783	3966
w	oo	253	231	491	1179	2636	4171
w	oo	332	200	575	1619	2737	3591
w	oo	289	225	502	1322	2951	4337
w	oo	227	240	552	1193	2559	4141
w	oo	227	224	499	1103	2900	4472
w	oo	240	248	501	1189	2647	NA
w	oo	273	219	562	1109	2904	4365
w	oo	202	232	492	1161	2766	4225
w	oo	332	249	505	1404	2774	4061
w	oo	301	233	500	1095	2804	3957
w	oo	370	242	496	1169	2654	3870
w	oo	270	203	458	1042	3007	4108
w	oo	208	231	617	1373	2579	4069
w	oo	245	262	559	1246	3127	4147
w	oo	331	228	509	1244	2980	4116
w	oo	171	195	490	1122	2824	3979
w	oo	167	262	616	1331	2696	3905
w	oo	181	242	521	1428	3156	4171
w	oo	205	285	570	1117	2820	NA
w	oo	216	254	532	1354	2810	4203
w	oo	245	228	482	1124	2704	3780
w	oo	183	205	541	1183	2780	3998
w	oo	187	244	615	1375	3295	4339
w	oo	187	232	579	1392	2760	3997
w	oo	203	236	552	1364	2809	3799
w	oo	328	214	449	1396	2702	3917
w	oo	333	228	464	1169	2985	4173
w	oo	251	258	552	1214	2882	4065
w	oo	236	187	486	1088	2663	4151
w	oo	233	205	516	1019	2890	3729
w	oo	217	226	444	1081	3049	4142
w	oo	246	240	497	1440	2713	3621
w	oo	242	224	499	1144	2511	NA
w	oo	239	224	480	1108	2717	4000
w	oo	265	177	520	1421	2998	4162
w	oo	231	237	498	1162	2708	3931
w	oo	239	255	519	1051	2741	3709
w	oo	217	256	509	1049	3306	3958
w	oo	273	236	553	1135	2859	4553
b	oo	184	247	553	1495	2868	4311
b	oo	253	292	570	1148	2947	NA
b	oo	247	200	574	1808	2985	4204
b	oo	343	251	558	1742	3271	4441
b	oo	197	218	543	1473	3166	4526
b	oo	281	305	624	1513	3061	4251
b	oo	200	218	469	1097	2801	4433
b	oo	222	237	615	1345	3346	4248
b	oo	259	214	613	1561	2856	4253
b	oo	271	213	593	1507	2997	4330
b	oo	325	268	588	1578	3113	4905
b	oo	244	227	626	1578	2786	3914
b	oo	179	212	494	1245	3037	4465
b	oo	329	291	570	1423	3457	4397
b	oo	261	202	615	1397	3109	4594
b	oo	247	263	508	1245	2885	3821
b	oo	189	236	563	1585	2841	4135
b	oo	294	252	578	1574	3026	4421
b	oo	270	221	531	1540	2931	3757
b	oo	232	237	627	1703	2883	4297
b	oo	206	277	561	1627	3037	4387
b	oo	169	237	493	1248	2751	4145
b	oo	254	238	512	1260	2826	4175
b	oo	303	227	546	1254	3333	4248
b	oo	174	211	622	1417	2993	4509
b	oo	213	239	492	1200	2622	3841
b	oo	221	233	684	1623	3019	4437
g	oo	224	243	499	1440	2980	4156
g	oo	206	228	639	1518	3253	NA
g	oo	367	271	564	1613	3065	4181
g	oo	375	225	504	1440	3000	4499
g	oo	234	254	545	1307	3032	4432
g	oo	186	249	507	1720	2978	4076
g	oo	292	271	585	1636	2941	4088
g	oo	284	294	595	1737	3235	5110
g	oo	268	229	667	1446	3220	4303
g	oo	310	219	627	1515	3034	3879
g	oo	214	259	571	1819	3274	4711
g	oo	269	279	563	1577	3159	4478
g	oo	314	245	498	1491	2924	3983
g	oo	298	233	597	1599	3270	4320
g	oo	188	236	643	1860	3306	4352
g	oo	211	217	556	1558	3490	4106
g	oo	155	237	682	1571	3394	NA
g	oo	241	239	512	1644	3483	4332
g	oo	179	243	575	1580	3509	4659
m	uh	292	171	670	1178	2566	3641
m	uh	173	105	642	998	2682	3611
m	uh	297	96	622	1075	2622	NA
m	uh	211	131	650	1036	2697	NA
m	uh	169	117	629	1146	2643	3463
m	uh	185	90	651	1176	2564	3762
m	uh	242	132	626	1159	2643	3553
m	uh	203	121	602	1336	2690	NA
m	uh	183	157	658	1410	2720	3573
m	uh	295	155	619	1241	2455	3630
m	uh	172	107	636	1153	2756	3283
m	uh	227	105	631	1133	2560	3375
m	uh	146	147	573	1152	2604	3341
m	uh	176	152	663	1166	2177	NA
m	uh	193	147	610	1168	2529	3624
